trip_id,user_id,driver_id,city,state,request_time,pickup_time,dropoff_time,distance_km,base_fare,surge_multiplier,surge_amount,discount,tolls,fare_total,ride_category,payment_method,status,wait_time_min,trip_time_min,rating,vehicle
4857,user_1142,driver_558,Curitiba,BA,2024-12-18 08:16:00,2024-12-18 08:18:00,2024-12-18 08:26:00,11.77,35.19,1.0,0.0,0.5,3.8,38.49,Uber Comfort,Dinheiro,Concluída,2,8,4.3,HB20
4858,user_597,driver_105,Belo Horizonte,DF,2024-01-15 11:13:00,2024-01-15 11:25:00,2024-01-15 12:02:00,5.36,12.53,2.0,12.53,2.89,0.08,22.25,Uber Black,Cartão,Concluída,12,37,3.3,Compass
4859,user_27,driver_259,Porto Alegre,SP,2024-06-01 16:16:00,2024-06-01 16:19:00,2024-06-01 16:25:00,22.73,38.78,1.5,19.39,2.47,9.99,65.69,UberX,Pix,Concluída,3,6,4.0,Renegade
4860,user_252,driver_149,Porto Alegre,PR,2024-04-06 06:31:00,2024-04-06 06:34:00,2024-04-06 07:14:00,26.22,44.15,2.0,44.15,0.5,8.94,96.74,Uber Comfort,Pix,Concluída,3,40,3.9,Corolla
4861,user_1134,driver_519,Recife,SP,2024-12-19 02:23:00,2024-12-19 02:38:00,2024-12-19 02:52:00,13.64,22.64,1.5,11.32,1.24,5.9,38.62,Uber Comfort,Cartão,Concluída,15,14,3.6,Gol
4862,user_603,driver_514,São Paulo,BA,2024-01-24 05:15:00,2024-01-24 05:20:00,2024-01-24 05:52:00,29.52,47.08,1.0,0.0,2.35,4.78,49.51,Uber Comfort,Cartão,Concluída,5,32,3.8,HB20
4863,user_717,driver_476,Porto Alegre,BA,2024-01-26 16:43:00,2024-01-26 16:56:00,2024-01-26 17:08:00,6.08,14.31,1.5,7.16,3.13,8.18,26.52,Uber Comfort,Cartão,Concluída,13,12,3.1,Renegade
4864,user_800,driver_139,São Paulo,BA,2024-09-11 17:47:00,2024-09-11 17:53:00,2024-09-11 18:02:00,14.99,35.13,1.5,17.57,4.61,1.14,49.23,Uber Black,Pix,Cancelada,6,9,4.9,Renegade
4865,user_1082,driver_164,Porto Alegre,PE,2024-08-30 05:10:00,2024-08-30 05:19:00,2024-08-30 05:46:00,1.33,2.52,1.5,1.26,4.96,9.62,8.44,UberX,Cartão,Concluída,9,27,4.3,Civic
4866,user_362,driver_409,Belo Horizonte,DF,2024-09-25 20:30:00,2024-09-25 20:38:00,2024-09-25 21:36:00,12.72,34.92,1.0,0.0,3.86,5.22,36.28,UberX,Cartão,Cancelada,8,58,4.1,Renegade
4867,user_655,driver_220,São Paulo,RJ,2024-06-10 23:35:00,2024-06-10 23:45:00,2024-06-11 00:29:00,26.29,58.38,1.5,29.19,3.66,7.53,91.44,UberX,Cartão,Cancelada,10,44,4.8,Renegade
4868,user_235,driver_29,Curitiba,MG,2024-02-11 05:53:00,2024-02-11 05:59:00,2024-02-11 06:11:00,3.69,8.83,1.0,0.0,2.61,6.98,13.2,UberX,Pix,Cancelada,6,12,4.1,Argo
4869,user_854,driver_535,Recife,MG,2024-08-06 08:14:00,2024-08-06 08:26:00,2024-08-06 09:26:00,10.68,24.94,2.0,24.94,2.88,4.99,51.99,UberX,Pix,Concluída,12,60,4.4,Argo
4870,user_129,driver_517,São Paulo,BA,2024-03-12 04:47:00,2024-03-12 04:51:00,2024-03-12 05:02:00,3.71,8.1,1.0,0.0,0.86,8.44,15.68,Uber Comfort,Dinheiro,Concluída,4,11,4.1,Kwid
4871,user_822,driver_46,Curitiba,RJ,2024-05-04 15:29:00,2024-05-04 15:41:00,2024-05-04 15:54:00,19.23,29.38,1.0,0.0,1.35,9.99,38.02,UberX,Cartão,Concluída,12,13,3.6,Compass
4872,user_989,driver_35,Porto Alegre,RS,2024-09-08 19:46:00,2024-09-08 19:53:00,2024-09-08 20:22:00,1.57,3.16,1.0,0.0,3.3,5.35,5.21,Uber Comfort,Dinheiro,Concluída,7,29,4.4,Onix
4873,user_619,driver_78,Curitiba,MG,2024-05-01 04:09:00,2024-05-01 04:24:00,2024-05-01 04:48:00,25.77,69.17,1.0,0.0,4.59,0.76,65.34,UberX,Pix,Em andamento,15,24,4.1,Compass
4874,user_464,driver_135,Curitiba,DF,2024-02-16 07:22:00,2024-02-16 07:29:00,2024-02-16 07:39:00,29.36,87.49,1.0,0.0,1.62,3.9,89.77,Uber Black,Dinheiro,Concluída,7,10,3.4,Kwid
4875,user_970,driver_268,Curitiba,MG,2024-11-13 00:15:00,2024-11-13 00:18:00,2024-11-13 00:44:00,6.87,20.5,2.0,20.5,0.55,6.02,46.47,Uber Comfort,Dinheiro,Concluída,3,26,3.6,Argo
4876,user_971,driver_78,Recife,PE,2024-11-13 13:06:00,2024-11-13 13:11:00,2024-11-13 13:58:00,27.72,41.73,1.0,0.0,0.64,0.46,41.55,Uber Comfort,Pix,Concluída,5,47,4.6,Gol
4877,user_854,driver_314,Porto Alegre,PR,2024-10-28 02:45:00,2024-10-28 02:48:00,2024-10-28 03:38:00,23.62,54.02,1.5,27.01,4.23,7.43,84.23,Uber Black,Pix,Concluída,3,50,3.0,Creta
4878,user_14,driver_237,Salvador,PR,2024-10-24 20:59:00,2024-10-24 21:03:00,2024-10-24 21:44:00,6.57,19.64,1.5,9.82,0.06,4.09,33.49,Uber Comfort,Pix,Concluída,4,41,3.7,Compass
4879,user_563,driver_266,São Paulo,DF,2024-08-31 13:30:00,2024-08-31 13:38:00,2024-08-31 14:12:00,1.46,2.41,2.0,2.41,0.94,7.52,11.4,Uber Black,Dinheiro,Concluída,8,34,4.1,Argo
4880,user_522,driver_146,Curitiba,RS,2024-02-21 03:50:00,2024-02-21 04:02:00,2024-02-21 04:54:00,9.46,15.59,1.5,7.79,2.33,6.49,27.54,UberX,Dinheiro,Concluída,12,52,5.0,HB20
4881,user_979,driver_167,Rio de Janeiro,RJ,2024-02-23 16:39:00,2024-02-23 16:47:00,2024-02-23 17:21:00,24.92,40.72,1.0,0.0,4.96,4.45,40.21,Uber Comfort,Pix,Concluída,8,34,3.9,Corolla
4882,user_492,driver_184,Recife,RS,2024-09-28 13:07:00,2024-09-28 13:22:00,2024-09-28 14:14:00,3.8,10.35,1.0,0.0,3.57,3.1,9.88,Uber Comfort,Pix,Concluída,15,52,3.7,Corolla
4883,user_473,driver_213,Brasília,BA,2024-05-09 11:29:00,2024-05-09 11:40:00,2024-05-09 11:49:00,2.9,4.87,1.0,0.0,2.8,4.43,6.5,Uber Comfort,Cartão,Concluída,11,9,4.7,Compass
4884,user_459,driver_95,São Paulo,RS,2024-10-25 21:56:00,2024-10-25 22:08:00,2024-10-25 23:00:00,20.0,38.68,1.0,0.0,1.42,5.7,42.96,Uber Comfort,Dinheiro,Concluída,12,52,3.7,Renegade
4885,user_50,driver_245,Curitiba,MG,2024-01-01 21:40:00,2024-01-01 21:53:00,2024-01-01 22:31:00,24.77,37.67,1.0,0.0,3.19,2.56,37.04,Uber Black,Dinheiro,Concluída,13,38,4.0,Creta
4886,user_865,driver_195,Salvador,PE,2024-09-16 13:39:00,2024-09-16 13:40:00,2024-09-16 14:27:00,24.45,48.28,1.0,0.0,4.71,5.41,48.98,Uber Black,Pix,Concluída,1,47,4.0,Civic
4887,user_528,driver_296,Porto Alegre,PE,2024-01-21 02:50:00,2024-01-21 02:59:00,2024-01-21 03:05:00,14.97,27.31,1.0,0.0,2.6,9.62,34.33,Uber Comfort,Dinheiro,Concluída,9,6,3.6,Gol
4888,user_1017,driver_11,Salvador,BA,2024-07-26 05:36:00,2024-07-26 05:50:00,2024-07-26 06:04:00,16.63,41.33,1.0,0.0,4.62,0.88,37.59,Uber Comfort,Pix,Concluída,14,14,4.7,Civic
4889,user_774,driver_243,São Paulo,MG,2024-10-04 11:37:00,2024-10-04 11:50:00,2024-10-04 12:10:00,8.69,17.42,2.0,17.42,2.54,6.49,38.79,Uber Black,Pix,Concluída,13,20,4.3,Gol
4890,user_783,driver_48,Rio de Janeiro,MG,2024-01-04 04:44:00,2024-01-04 04:57:00,2024-01-04 05:27:00,23.76,68.31,1.5,34.16,4.62,0.03,97.88,Uber Black,Cartão,Cancelada,13,30,4.2,Civic
4891,user_688,driver_328,Rio de Janeiro,MG,2024-08-08 05:07:00,2024-08-08 05:20:00,2024-08-08 05:31:00,10.09,18.33,2.0,18.33,1.88,4.91,39.69,UberX,Cartão,Concluída,13,11,3.2,Kwid
4892,user_319,driver_588,São Paulo,PR,2024-10-23 06:35:00,2024-10-23 06:42:00,2024-10-23 07:01:00,20.58,46.02,1.5,23.01,4.72,6.57,70.88,Uber Comfort,Pix,Concluída,7,19,3.1,Onix
4893,user_839,driver_480,Brasília,RS,2024-11-29 18:52:00,2024-11-29 18:56:00,2024-11-29 19:46:00,10.64,21.8,1.0,0.0,1.18,0.96,21.58,Uber Black,Pix,Concluída,4,50,4.1,Creta
4894,user_57,driver_192,Salvador,PE,2024-03-17 04:21:00,2024-03-17 04:33:00,2024-03-17 05:03:00,22.83,64.41,1.0,0.0,2.91,3.18,64.68,Uber Black,Pix,Concluída,12,30,4.0,HB20
4895,user_383,driver_288,Belo Horizonte,RJ,2024-12-16 11:18:00,2024-12-16 11:27:00,2024-12-16 12:12:00,17.06,29.28,1.0,0.0,1.29,2.55,30.54,UberX,Cartão,Concluída,9,45,3.2,Creta
4896,user_22,driver_103,Salvador,SP,2024-11-18 18:12:00,2024-11-18 18:18:00,2024-11-18 18:44:00,14.46,37.12,1.0,0.0,2.8,9.8,44.12,Uber Black,Dinheiro,Concluída,6,26,4.7,Corolla
4897,user_868,driver_96,Rio de Janeiro,PR,2024-12-16 21:05:00,2024-12-16 21:08:00,2024-12-16 22:04:00,7.03,11.96,1.0,0.0,1.15,2.78,13.59,UberX,Cartão,Concluída,3,56,3.1,Creta
4898,user_619,driver_383,Porto Alegre,PR,2024-01-14 20:30:00,2024-01-14 20:41:00,2024-01-14 21:23:00,19.13,43.73,1.5,21.86,2.03,8.38,71.94,Uber Black,Cartão,Concluída,11,42,3.4,Compass
4899,user_1116,driver_550,Belo Horizonte,RS,2024-06-11 09:18:00,2024-06-11 09:32:00,2024-06-11 09:38:00,8.72,22.82,1.0,0.0,3.63,4.2,23.39,Uber Comfort,Dinheiro,Cancelada,14,6,4.2,Compass
4900,user_1158,driver_588,Belo Horizonte,RS,2024-01-13 06:31:00,2024-01-13 06:45:00,2024-01-13 07:04:00,19.11,31.9,1.5,15.95,1.56,2.75,49.04,UberX,Cartão,Concluída,14,19,3.0,Onix
4901,user_518,driver_464,Recife,MG,2024-10-25 19:23:00,2024-10-25 19:33:00,2024-10-25 20:18:00,2.37,5.95,1.0,0.0,1.54,7.77,12.18,Uber Comfort,Dinheiro,Concluída,10,45,4.2,Compass
4902,user_172,driver_150,Recife,PR,2024-11-07 04:10:00,2024-11-07 04:19:00,2024-11-07 04:59:00,22.07,48.78,1.0,0.0,0.36,5.55,53.97,Uber Comfort,Cartão,Concluída,9,40,3.5,Gol
4903,user_792,driver_364,Salvador,RJ,2024-03-08 10:03:00,2024-03-08 10:04:00,2024-03-08 10:40:00,23.82,54.56,1.0,0.0,3.42,0.68,51.82,Uber Black,Cartão,Em andamento,1,36,4.3,Creta
4904,user_51,driver_114,Porto Alegre,PE,2024-02-22 06:19:00,2024-02-22 06:20:00,2024-02-22 06:59:00,19.98,47.74,1.0,0.0,1.28,7.97,54.43,UberX,Dinheiro,Concluída,1,39,4.3,HB20
4905,user_221,driver_288,Curitiba,PR,2024-07-24 23:52:00,2024-07-25 00:02:00,2024-07-25 00:41:00,26.86,60.83,1.0,0.0,1.32,7.18,66.69,UberX,Dinheiro,Cancelada,10,39,4.3,Onix
4906,user_549,driver_22,Rio de Janeiro,RS,2024-08-19 12:04:00,2024-08-19 12:09:00,2024-08-19 12:19:00,9.12,26.01,1.0,0.0,4.02,3.42,25.41,Uber Comfort,Dinheiro,Concluída,5,10,4.4,Gol
4907,user_509,driver_212,Recife,BA,2024-08-08 14:56:00,2024-08-08 14:59:00,2024-08-08 15:57:00,26.16,57.46,1.0,0.0,0.28,8.02,65.2,UberX,Pix,Concluída,3,58,3.7,Gol
4908,user_397,driver_218,Porto Alegre,RS,2024-12-19 20:16:00,2024-12-19 20:21:00,2024-12-19 20:55:00,20.28,35.85,1.0,0.0,1.89,6.99,40.95,UberX,Dinheiro,Concluída,5,34,3.4,Renegade
4909,user_384,driver_498,Porto Alegre,DF,2024-12-30 16:32:00,2024-12-30 16:42:00,2024-12-30 17:36:00,23.72,67.55,1.5,33.77,0.92,5.05,105.45,UberX,Pix,Concluída,10,54,4.0,Civic
4910,user_165,driver_57,Porto Alegre,DF,2024-10-27 16:50:00,2024-10-27 16:55:00,2024-10-27 17:13:00,25.55,57.11,2.0,57.11,0.3,9.85,123.77,Uber Black,Cartão,Cancelada,5,18,4.4,Argo
4911,user_599,driver_117,Rio de Janeiro,RJ,2024-10-14 10:27:00,2024-10-14 10:35:00,2024-10-14 11:16:00,12.09,27.25,2.0,27.25,2.18,7.87,60.19,Uber Black,Pix,Concluída,8,41,3.7,HB20
4912,user_1137,driver_109,Porto Alegre,RJ,2024-03-08 14:52:00,2024-03-08 14:55:00,2024-03-08 15:38:00,20.38,57.24,1.0,0.0,2.37,8.82,63.69,Uber Black,Cartão,Concluída,3,43,3.9,Creta
4913,user_587,driver_33,Salvador,SP,2024-09-23 00:34:00,2024-09-23 00:43:00,2024-09-23 00:59:00,3.67,5.51,2.0,5.51,4.76,7.68,13.94,UberX,Dinheiro,Concluída,9,16,3.0,HB20
4914,user_990,driver_466,São Paulo,SP,2024-01-17 05:43:00,2024-01-17 05:50:00,2024-01-17 06:11:00,13.79,35.09,1.0,0.0,3.82,5.86,37.13,Uber Comfort,Dinheiro,Concluída,7,21,4.5,HB20
4915,user_1151,driver_102,Porto Alegre,PE,2024-05-15 00:49:00,2024-05-15 00:57:00,2024-05-15 01:32:00,5.89,17.35,1.0,0.0,4.8,1.06,13.61,Uber Comfort,Pix,Cancelada,8,35,3.7,Onix
4916,user_1055,driver_114,Recife,PE,2024-09-03 22:00:00,2024-09-03 22:04:00,2024-09-03 22:18:00,28.67,82.1,1.0,0.0,1.82,2.31,82.59,Uber Black,Cartão,Concluída,4,14,3.4,Corolla
4917,user_327,driver_37,Brasília,PE,2024-11-26 03:32:00,2024-11-26 03:43:00,2024-11-26 04:27:00,5.1,12.47,1.5,6.24,3.95,8.98,23.74,Uber Comfort,Pix,Concluída,11,44,3.6,Civic
4918,user_161,driver_28,Porto Alegre,SP,2024-12-03 13:27:00,2024-12-03 13:40:00,2024-12-03 14:29:00,8.8,22.4,2.0,22.4,0.04,1.15,45.91,Uber Comfort,Dinheiro,Concluída,13,49,4.7,Renegade
4919,user_496,driver_149,Rio de Janeiro,MG,2024-06-27 01:49:00,2024-06-27 01:54:00,2024-06-27 02:46:00,9.13,26.81,1.5,13.4,2.26,9.51,47.46,UberX,Cartão,Concluída,5,52,4.9,Renegade
4920,user_952,driver_300,São Paulo,PE,2024-07-14 08:07:00,2024-07-14 08:15:00,2024-07-14 08:57:00,14.02,31.38,1.0,0.0,4.26,6.5,33.62,Uber Comfort,Dinheiro,Cancelada,8,42,4.5,Kwid
4921,user_662,driver_362,Recife,SP,2024-04-16 11:45:00,2024-04-16 12:00:00,2024-04-16 12:53:00,11.15,31.23,1.5,15.62,2.39,8.03,52.49,Uber Black,Pix,Concluída,15,53,4.1,Renegade
4922,user_431,driver_374,Rio de Janeiro,PR,2024-08-31 15:51:00,2024-08-31 16:01:00,2024-08-31 16:48:00,26.82,64.33,1.5,32.16,0.64,0.55,96.4,UberX,Cartão,Cancelada,10,47,3.1,Gol
4923,user_360,driver_401,Curitiba,PR,2024-06-16 09:46:00,2024-06-16 09:58:00,2024-06-16 10:30:00,20.13,30.29,2.0,30.29,4.98,0.85,56.45,Uber Black,Pix,Concluída,12,32,3.4,Compass
4924,user_968,driver_16,Belo Horizonte,PE,2024-04-21 12:35:00,2024-04-21 12:43:00,2024-04-21 13:08:00,8.64,23.21,2.0,23.21,4.03,8.99,51.38,Uber Comfort,Pix,Concluída,8,25,4.6,HB20
4925,user_168,driver_256,Recife,PE,2024-09-15 11:32:00,2024-09-15 11:37:00,2024-09-15 12:05:00,5.05,13.67,2.0,13.67,0.76,2.51,29.09,Uber Black,Cartão,Concluída,5,28,3.4,Corolla
4926,user_1181,driver_153,Porto Alegre,DF,2024-10-20 13:35:00,2024-10-20 13:50:00,2024-10-20 14:24:00,21.73,33.77,1.0,0.0,3.15,0.86,31.48,UberX,Cartão,Concluída,15,34,4.4,Civic
4927,user_466,driver_328,Belo Horizonte,BA,2024-10-23 16:36:00,2024-10-23 16:49:00,2024-10-23 17:45:00,3.77,6.9,2.0,6.9,0.41,7.44,20.83,Uber Comfort,Pix,Concluída,13,56,3.0,Onix
4928,user_876,driver_461,Curitiba,BA,2024-04-04 12:29:00,2024-04-04 12:38:00,2024-04-04 12:48:00,20.44,57.31,1.0,0.0,4.35,8.21,61.17,UberX,Dinheiro,Concluída,9,10,3.0,Civic
4929,user_996,driver_439,Recife,RS,2024-05-05 18:43:00,2024-05-05 18:53:00,2024-05-05 19:19:00,1.95,3.66,1.0,0.0,2.23,5.59,7.02,Uber Comfort,Dinheiro,Concluída,10,26,3.8,Compass
4930,user_166,driver_52,Rio de Janeiro,RS,2024-09-21 15:18:00,2024-09-21 15:19:00,2024-09-21 16:16:00,12.85,23.86,2.0,23.86,3.22,7.35,51.85,UberX,Pix,Concluída,1,57,5.0,Renegade
4931,user_62,driver_215,Rio de Janeiro,BA,2024-07-12 21:18:00,2024-07-12 21:31:00,2024-07-12 21:58:00,4.73,13.1,1.5,6.55,0.58,8.63,27.7,Uber Comfort,Dinheiro,Concluída,13,27,4.7,Gol
4932,user_983,driver_14,Brasília,SP,2024-12-06 16:06:00,2024-12-06 16:11:00,2024-12-06 17:11:00,17.72,47.13,1.0,0.0,1.47,4.77,50.43,UberX,Dinheiro,Concluída,5,60,4.6,Argo
4933,user_305,driver_282,Recife,DF,2024-05-25 01:33:00,2024-05-25 01:36:00,2024-05-25 02:25:00,15.6,39.73,1.0,0.0,1.69,7.95,45.99,Uber Comfort,Dinheiro,Em andamento,3,49,4.8,Corolla
4934,user_1111,driver_14,Salvador,MG,2024-12-20 09:51:00,2024-12-20 10:03:00,2024-12-20 10:23:00,12.02,25.0,1.0,0.0,4.68,0.58,20.9,Uber Comfort,Dinheiro,Concluída,12,20,4.2,Creta
4935,user_148,driver_516,Belo Horizonte,BA,2024-11-21 21:27:00,2024-11-21 21:29:00,2024-11-21 22:01:00,29.02,69.13,1.0,0.0,4.16,1.34,66.31,Uber Comfort,Dinheiro,Concluída,2,32,5.0,Renegade
4936,user_1117,driver_590,Salvador,PE,2024-12-15 16:25:00,2024-12-15 16:37:00,2024-12-15 17:30:00,21.2,33.49,1.5,16.75,2.87,1.67,49.04,Uber Comfort,Pix,Concluída,12,53,3.9,Corolla
4937,user_595,driver_144,Curitiba,DF,2024-11-16 05:24:00,2024-11-16 05:34:00,2024-11-16 06:04:00,8.27,20.17,1.0,0.0,1.82,1.31,19.66,Uber Comfort,Cartão,Cancelada,10,30,4.0,HB20
4938,user_866,driver_572,Brasília,RS,2024-03-21 12:16:00,2024-03-21 12:27:00,2024-03-21 13:21:00,4.95,9.59,1.0,0.0,0.82,5.57,14.34,Uber Comfort,Cartão,Concluída,11,54,4.3,Renegade
4939,user_956,driver_152,Rio de Janeiro,MG,2024-04-01 15:48:00,2024-04-01 15:52:00,2024-04-01 16:49:00,6.57,13.74,1.0,0.0,4.45,9.14,18.43,Uber Black,Pix,Concluída,4,57,3.0,Kwid
4940,user_872,driver_443,Porto Alegre,MG,2024-10-16 18:19:00,2024-10-16 18:25:00,2024-10-16 19:09:00,25.71,56.6,1.5,28.3,1.02,7.53,91.41,Uber Comfort,Pix,Concluída,6,44,3.6,Kwid
4941,user_996,driver_212,Recife,PR,2024-11-02 19:48:00,2024-11-02 19:58:00,2024-11-02 20:54:00,11.36,25.92,1.0,0.0,2.87,9.19,32.24,UberX,Cartão,Cancelada,10,56,4.4,Onix
4942,user_425,driver_277,Brasília,DF,2024-01-23 02:23:00,2024-01-23 02:29:00,2024-01-23 02:41:00,25.94,58.15,1.0,0.0,0.74,5.39,62.8,Uber Black,Dinheiro,Concluída,6,12,4.1,Renegade
4943,user_202,driver_350,Rio de Janeiro,PR,2024-09-10 09:31:00,2024-09-10 09:43:00,2024-09-10 10:26:00,11.16,22.91,2.0,22.91,0.65,1.92,47.09,UberX,Pix,Concluída,12,43,4.6,Civic
4944,user_484,driver_54,Porto Alegre,PE,2024-08-31 03:58:00,2024-08-31 04:06:00,2024-08-31 04:30:00,10.98,26.04,2.0,26.04,4.05,3.99,52.02,Uber Black,Dinheiro,Concluída,8,24,3.7,Compass
4945,user_966,driver_122,Salvador,PR,2024-11-19 19:36:00,2024-11-19 19:44:00,2024-11-19 20:01:00,15.36,33.22,2.0,33.22,0.6,5.17,71.01,Uber Black,Pix,Concluída,8,17,3.7,Compass
4946,user_230,driver_293,Porto Alegre,PR,2024-12-30 10:50:00,2024-12-30 10:54:00,2024-12-30 11:09:00,16.84,26.18,1.5,13.09,1.36,5.55,43.46,Uber Comfort,Dinheiro,Concluída,4,15,3.1,Corolla
4947,user_1075,driver_31,Recife,RJ,2024-03-08 17:49:00,2024-03-08 18:03:00,2024-03-08 18:56:00,20.4,54.66,2.0,54.66,2.82,9.01,115.51,UberX,Cartão,Concluída,14,53,3.4,Renegade
4948,user_863,driver_291,Rio de Janeiro,RS,2024-06-14 15:25:00,2024-06-14 15:34:00,2024-06-14 16:14:00,19.28,48.94,1.5,24.47,2.95,8.2,78.66,Uber Comfort,Cartão,Concluída,9,40,4.4,Compass
4949,user_190,driver_301,Brasília,BA,2024-09-17 00:52:00,2024-09-17 00:57:00,2024-09-17 01:32:00,2.0,4.42,1.0,0.0,1.56,8.78,11.64,Uber Comfort,Cartão,Concluída,5,35,4.3,Creta
4950,user_1176,driver_450,Recife,RJ,2024-09-18 16:52:00,2024-09-18 16:57:00,2024-09-18 17:17:00,18.16,39.11,1.0,0.0,3.24,0.0,35.87,UberX,Cartão,Concluída,5,20,3.6,Corolla
4951,user_432,driver_237,São Paulo,PE,2024-10-24 05:28:00,2024-10-24 05:41:00,2024-10-24 06:34:00,22.85,63.98,1.0,0.0,3.85,9.8,69.93,Uber Black,Dinheiro,Em andamento,13,53,3.6,Creta
4952,user_30,driver_162,São Paulo,MG,2024-09-09 04:18:00,2024-09-09 04:20:00,2024-09-09 04:44:00,10.35,30.77,1.5,15.38,2.1,7.32,51.37,UberX,Dinheiro,Concluída,2,24,4.3,Gol
4953,user_595,driver_195,Rio de Janeiro,MG,2024-04-07 15:54:00,2024-04-07 16:09:00,2024-04-07 16:48:00,23.42,35.91,1.0,0.0,3.43,6.17,38.65,Uber Black,Cartão,Concluída,15,39,4.1,Corolla
4954,user_508,driver_374,Salvador,RJ,2024-06-22 00:35:00,2024-06-22 00:36:00,2024-06-22 01:15:00,18.71,33.18,1.0,0.0,4.59,9.77,38.36,Uber Comfort,Dinheiro,Concluída,1,39,4.0,Civic
4955,user_550,driver_163,Brasília,SP,2024-01-25 04:59:00,2024-01-25 05:13:00,2024-01-25 05:40:00,22.82,43.31,1.5,21.66,1.19,6.63,70.41,UberX,Dinheiro,Concluída,14,27,4.4,Renegade
4956,user_368,driver_32,São Paulo,MG,2024-04-27 19:55:00,2024-04-27 20:01:00,2024-04-27 20:30:00,19.12,31.49,1.0,0.0,3.3,7.67,35.86,Uber Black,Dinheiro,Concluída,6,29,3.9,Creta
4957,user_284,driver_310,Rio de Janeiro,MG,2024-02-09 18:51:00,2024-02-09 19:00:00,2024-02-09 19:37:00,28.86,74.58,1.5,37.29,0.58,2.11,113.4,UberX,Dinheiro,Concluída,9,37,4.1,Compass
4958,user_258,driver_201,Recife,MG,2024-07-08 13:18:00,2024-07-08 13:30:00,2024-07-08 13:38:00,28.98,86.31,1.0,0.0,1.47,4.0,88.84,Uber Black,Cartão,Cancelada,12,8,4.2,HB20
4959,user_1149,driver_178,Curitiba,RJ,2024-07-13 14:13:00,2024-07-13 14:22:00,2024-07-13 15:13:00,10.93,32.58,1.5,16.29,1.02,6.67,54.52,Uber Black,Cartão,Em andamento,9,51,5.0,Compass
4960,user_1133,driver_484,Curitiba,PR,2024-08-19 13:24:00,2024-08-19 13:39:00,2024-08-19 14:21:00,19.21,34.45,1.0,0.0,0.5,8.9,42.85,Uber Comfort,Cartão,Cancelada,15,42,3.3,Civic
4961,user_610,driver_121,Salvador,SP,2024-02-06 02:54:00,2024-02-06 02:59:00,2024-02-06 03:42:00,12.12,22.44,1.5,11.22,4.9,9.4,38.16,Uber Black,Cartão,Concluída,5,43,4.6,Compass
4962,user_55,driver_386,Rio de Janeiro,PE,2024-08-27 02:42:00,2024-08-27 02:51:00,2024-08-27 03:27:00,11.34,23.68,1.0,0.0,2.13,1.02,22.57,Uber Comfort,Dinheiro,Cancelada,9,36,4.2,Onix
4963,user_7,driver_304,Rio de Janeiro,PR,2024-03-02 13:47:00,2024-03-02 14:02:00,2024-03-02 14:59:00,5.4,8.27,1.0,0.0,1.08,8.3,15.49,Uber Black,Pix,Cancelada,15,57,4.9,Kwid
4964,user_1083,driver_234,Porto Alegre,BA,2024-07-24 07:37:00,2024-07-24 07:40:00,2024-07-24 07:52:00,27.84,56.36,1.0,0.0,3.32,1.52,54.56,Uber Comfort,Dinheiro,Cancelada,3,12,4.6,Onix
4965,user_539,driver_356,Belo Horizonte,BA,2024-08-10 15:30:00,2024-08-10 15:41:00,2024-08-10 16:40:00,17.51,43.85,1.5,21.93,3.97,6.44,68.25,Uber Comfort,Dinheiro,Concluída,11,59,4.2,Gol
4966,user_648,driver_179,Salvador,DF,2024-11-19 05:33:00,2024-11-19 05:42:00,2024-11-19 06:00:00,27.47,53.14,2.0,53.14,4.81,4.2,105.67,Uber Comfort,Dinheiro,Concluída,9,18,3.7,Compass
4967,user_178,driver_341,Brasília,RS,2024-05-04 00:07:00,2024-05-04 00:08:00,2024-05-04 00:38:00,10.63,25.08,2.0,25.08,1.4,9.82,58.58,Uber Black,Pix,Cancelada,1,30,3.7,Civic
4968,user_842,driver_525,Porto Alegre,BA,2024-04-24 02:23:00,2024-04-24 02:24:00,2024-04-24 03:00:00,15.87,25.82,1.5,12.91,2.21,1.28,37.8,UberX,Pix,Cancelada,1,36,3.1,Gol
4969,user_858,driver_252,Brasília,PR,2024-10-12 11:30:00,2024-10-12 11:38:00,2024-10-12 12:32:00,23.16,35.04,1.0,0.0,0.24,2.3,37.1,Uber Comfort,Dinheiro,Concluída,8,54,4.8,Kwid
4970,user_342,driver_550,Salvador,PE,2024-10-12 05:21:00,2024-10-12 05:25:00,2024-10-12 05:30:00,8.57,13.47,1.0,0.0,2.08,5.21,16.6,Uber Comfort,Pix,Cancelada,4,5,5.0,Argo
4971,user_99,driver_56,Curitiba,PR,2024-09-02 13:55:00,2024-09-02 14:08:00,2024-09-02 14:40:00,22.37,35.38,1.0,0.0,1.21,4.47,38.64,Uber Black,Cartão,Cancelada,13,32,4.0,Gol
4972,user_328,driver_241,Belo Horizonte,BA,2024-02-29 17:08:00,2024-02-29 17:15:00,2024-02-29 17:38:00,9.36,21.34,1.0,0.0,3.41,6.82,24.75,Uber Black,Pix,Concluída,7,23,4.6,Renegade
4973,user_154,driver_295,São Paulo,PR,2024-08-16 00:29:00,2024-08-16 00:36:00,2024-08-16 01:08:00,24.94,48.27,1.0,0.0,4.36,7.92,51.83,Uber Black,Pix,Concluída,7,32,3.8,Creta
